date,product_id,product_name,category,units_sold,unit_price,total_sales,store_location
2024-08-14,P002,MacBook Air M2,Mac,5,1199,5995,London
2024-08-14,P003,iPad Pro 12.9,iPad,7,1099,7693,London
2024-08-14,P004,Apple Watch Series 9,Wearables,10,429,4290,London
2024-08-14,P005,AirPods Pro 2,Accessories,6,249,1494,London
2024-08-15,P001,iPhone 15,iPhone,8,899,7192,London
2024-08-15,P002,MacBook Air M2,Mac,9,1199,10791,London
2024-08-15,P003,iPad Pro 12.9,iPad,9,1099,9891,London
2024-08-15,P004,Apple Watch Series 9,Wearables,6,429,2574,London
2024-08-15,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-08-16,P001,iPhone 15,iPhone,7,899,6293,London
2024-08-16,P002,MacBook Air M2,Mac,7,1199,8393,London
2024-08-16,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-08-16,P004,Apple Watch Series 9,Wearables,6,429,2574,London
2024-08-16,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-08-17,P001,iPhone 15,iPhone,12,899,10788,London
2024-08-17,P002,MacBook Air M2,Mac,18,1199,21582,London
2024-08-17,P003,iPad Pro 12.9,iPad,15,1099,16485,London
2024-08-17,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-08-17,P005,AirPods Pro 2,Accessories,10,249,2490,London
2024-08-18,P001,iPhone 15,iPhone,9,899,8091,London
2024-08-18,P002,MacBook Air M2,Mac,15,1199,17985,London
2024-08-18,P003,iPad Pro 12.9,iPad,17,1099,18683,London
2024-08-18,P004,Apple Watch Series 9,Wearables,13,429,5577,London
2024-08-18,P005,AirPods Pro 2,Accessories,11,249,2739,London
2024-08-19,P001,iPhone 15,iPhone,9,899,8091,London
2024-08-19,P002,MacBook Air M2,Mac,12,1199,14388,London
2024-08-19,P003,iPad Pro 12.9,iPad,6,1099,6594,London
2024-08-19,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-08-19,P005,AirPods Pro 2,Accessories,8,249,1992,London
2024-08-20,P001,iPhone 15,iPhone,11,899,9889,London
2024-08-20,P002,MacBook Air M2,Mac,9,1199,10791,London
2024-08-20,P003,iPad Pro 12.9,iPad,12,1099,13188,London
2024-08-20,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-08-20,P005,AirPods Pro 2,Accessories,6,249,1494,London
2024-08-21,P001,iPhone 15,iPhone,5,899,4495,London
2024-08-21,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-08-21,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-08-21,P004,Apple Watch Series 9,Wearables,10,429,4290,London
2024-08-21,P005,AirPods Pro 2,Accessories,9,249,2241,London
2024-08-22,P001,iPhone 15,iPhone,6,899,5394,London
2024-08-22,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-08-22,P003,iPad Pro 12.9,iPad,7,1099,7693,London
2024-08-22,P004,Apple Watch Series 9,Wearables,5,429,2145,London
2024-08-22,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-08-23,P001,iPhone 15,iPhone,9,899,8091,London
2024-08-23,P002,MacBook Air M2,Mac,12,1199,14388,London
2024-08-23,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-08-23,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-08-23,P005,AirPods Pro 2,Accessories,5,249,1245,London
2024-08-24,P001,iPhone 15,iPhone,10,899,8990,London
2024-08-24,P002,MacBook Air M2,Mac,8,1199,9592,London
2024-08-24,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-08-24,P004,Apple Watch Series 9,Wearables,16,429,6864,London
2024-08-24,P005,AirPods Pro 2,Accessories,15,249,3735,London
2024-08-25,P001,iPhone 15,iPhone,9,899,8091,London
2024-08-25,P002,MacBook Air M2,Mac,18,1199,21582,London
2024-08-25,P003,iPad Pro 12.9,iPad,18,1099,19782,London
2024-08-25,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-08-25,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-08-26,P001,iPhone 15,iPhone,8,899,7192,London
2024-08-26,P002,MacBook Air M2,Mac,10,1199,11990,London
2024-08-26,P003,iPad Pro 12.9,iPad,5,1099,5495,London
2024-08-26,P004,Apple Watch Series 9,Wearables,5,429,2145,London
2024-08-26,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-08-27,P001,iPhone 15,iPhone,10,899,8990,London
2024-08-27,P002,MacBook Air M2,Mac,9,1199,10791,London
2024-08-27,P003,iPad Pro 12.9,iPad,11,1099,12089,London
2024-08-27,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-08-27,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-08-28,P001,iPhone 15,iPhone,7,899,6293,London
2024-08-28,P002,MacBook Air M2,Mac,10,1199,11990,London
2024-08-28,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-08-28,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-08-28,P005,AirPods Pro 2,Accessories,10,249,2490,London
2024-08-29,P001,iPhone 15,iPhone,10,899,8990,London
2024-08-29,P002,MacBook Air M2,Mac,5,1199,5995,London
2024-08-29,P003,iPad Pro 12.9,iPad,12,1099,13188,London
2024-08-29,P004,Apple Watch Series 9,Wearables,7,429,3003,London
2024-08-29,P005,AirPods Pro 2,Accessories,6,249,1494,London
2024-08-30,P001,iPhone 15,iPhone,10,899,8990,London
2024-08-30,P002,MacBook Air M2,Mac,7,1199,8393,London
2024-08-30,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-08-30,P004,Apple Watch Series 9,Wearables,5,429,2145,London
2024-08-30,P005,AirPods Pro 2,Accessories,6,249,1494,London
2024-08-31,P001,iPhone 15,iPhone,17,899,15283,London
2024-08-31,P002,MacBook Air M2,Mac,8,1199,9592,London
2024-08-31,P003,iPad Pro 12.9,iPad,11,1099,12089,London
2024-08-31,P004,Apple Watch Series 9,Wearables,16,429,6864,London
2024-08-31,P005,AirPods Pro 2,Accessories,17,249,4233,London
