date,product_id,product_name,category,units_sold,unit_price,total_sales,store_location
2024-04-12,P005,AirPods Pro 2,Accessories,13,249,3237,London
2024-04-13,P001,iPhone 15,iPhone,15,899,13485,London
2024-04-13,P002,MacBook Air M2,Mac,19,1199,22781,London
2024-04-13,P003,iPad Pro 12.9,iPad,23,1099,25277,London
2024-04-13,P004,Apple Watch Series 9,Wearables,10,429,4290,London
2024-04-13,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-04-14,P001,iPhone 15,iPhone,16,899,14384,London
2024-04-14,P002,MacBook Air M2,Mac,22,1199,26378,London
2024-04-14,P003,iPad Pro 12.9,iPad,16,1099,17584,London
2024-04-14,P004,Apple Watch Series 9,Wearables,25,429,10725,London
2024-04-14,P005,AirPods Pro 2,Accessories,14,249,3486,London
2024-04-15,P001,iPhone 15,iPhone,9,899,8091,London
2024-04-15,P002,MacBook Air M2,Mac,13,1199,15587,London
2024-04-15,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-04-15,P004,Apple Watch Series 9,Wearables,7,429,3003,London
2024-04-15,P005,AirPods Pro 2,Accessories,15,249,3735,London
2024-04-16,P001,iPhone 15,iPhone,11,899,9889,London
2024-04-16,P002,MacBook Air M2,Mac,13,1199,15587,London
2024-04-16,P003,iPad Pro 12.9,iPad,5,1099,5495,London
2024-04-16,P004,Apple Watch Series 9,Wearables,6,429,2574,London
2024-04-16,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-04-17,P001,iPhone 15,iPhone,7,899,6293,London
2024-04-17,P002,MacBook Air M2,Mac,13,1199,15587,London
2024-04-17,P003,iPad Pro 12.9,iPad,12,1099,13188,London
2024-04-17,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-04-17,P005,AirPods Pro 2,Accessories,5,249,1245,London
2024-04-18,P001,iPhone 15,iPhone,14,899,12586,London
2024-04-18,P002,MacBook Air M2,Mac,14,1199,16786,London
2024-04-18,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-04-18,P004,Apple Watch Series 9,Wearables,14,429,6006,London
2024-04-18,P005,AirPods Pro 2,Accessories,15,249,3735,London
2024-04-19,P001,iPhone 15,iPhone,9,899,8091,London
2024-04-19,P002,MacBook Air M2,Mac,5,1199,5995,London
2024-04-19,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-04-19,P004,Apple Watch Series 9,Wearables,13,429,5577,London
2024-04-19,P005,AirPods Pro 2,Accessories,9,249,2241,London
2024-04-20,P001,iPhone 15,iPhone,10,899,8990,London
2024-04-20,P002,MacBook Air M2,Mac,19,1199,22781,London
2024-04-20,P003,iPad Pro 12.9,iPad,11,1099,12089,London
2024-04-20,P004,Apple Watch Series 9,Wearables,21,429,9009,London
2024-04-20,P005,AirPods Pro 2,Accessories,19,249,4731,London
2024-04-21,P001,iPhone 15,iPhone,17,899,15283,London
2024-04-21,P002,MacBook Air M2,Mac,19,1199,22781,London
2024-04-21,P003,iPad Pro 12.9,iPad,16,1099,17584,London
2024-04-21,P004,Apple Watch Series 9,Wearables,25,429,10725,London
2024-04-21,P005,AirPods Pro 2,Accessories,13,249,3237,London
2024-04-22,P001,iPhone 15,iPhone,8,899,7192,London
2024-04-22,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-04-22,P003,iPad Pro 12.9,iPad,14,1099,15386,London
2024-04-22,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-04-22,P005,AirPods Pro 2,Accessories,5,249,1245,London
2024-04-23,P001,iPhone 15,iPhone,14,899,12586,London
2024-04-23,P002,MacBook Air M2,Mac,11,1199,13189,London
2024-04-23,P003,iPad Pro 12.9,iPad,15,1099,16485,London
2024-04-23,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-04-23,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-04-24,P001,iPhone 15,iPhone,10,899,8990,London
2024-04-24,P002,MacBook Air M2,Mac,11,1199,13189,London
2024-04-24,P003,iPad Pro 12.9,iPad,5,1099,5495,London
2024-04-24,P004,Apple Watch Series 9,Wearables,13,429,5577,London
2024-04-24,P005,AirPods Pro 2,Accessories,15,249,3735,London
2024-04-25,P001,iPhone 15,iPhone,5,899,4495,London
2024-04-25,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-04-25,P003,iPad Pro 12.9,iPad,13,1099,14287,London
2024-04-25,P004,Apple Watch Series 9,Wearables,10,429,4290,London
2024-04-25,P005,AirPods Pro 2,Accessories,14,249,3486,London
2024-04-26,P001,iPhone 15,iPhone,14,899,12586,London
2024-04-26,P002,MacBook Air M2,Mac,12,1199,14388,London
2024-04-26,P003,iPad Pro 12.9,iPad,7,1099,7693,London
2024-04-26,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-04-26,P005,AirPods Pro 2,Accessories,10,249,2490,London
2024-04-27,P001,iPhone 15,iPhone,24,899,21576,London
2024-04-27,P002,MacBook Air M2,Mac,13,1199,15587,London
2024-04-27,P003,iPad Pro 12.9,iPad,15,1099,16485,London
2024-04-27,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-04-27,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-04-28,P001,iPhone 15,iPhone,11,899,9889,London
2024-04-28,P002,MacBook Air M2,Mac,21,1199,25179,London
2024-04-28,P003,iPad Pro 12.9,iPad,13,1099,14287,London
2024-04-28,P004,Apple Watch Series 9,Wearables,17,429,7293,London
2024-04-28,P005,AirPods Pro 2,Accessories,14,249,3486,London
2024-04-29,P001,iPhone 15,iPhone,9,899,8091,London
2024-04-29,P002,MacBook Air M2,Mac,14,1199,16786,London
2024-04-29,P003,iPad Pro 12.9,iPad,14,1099,15386,London
2024-04-29,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-04-29,P005,AirPods Pro 2,Accessories,6,249,1494,London
2024-04-30,P001,iPhone 15,iPhone,11,899,9889,London
2024-04-30,P002,MacBook Air M2,Mac,14,1199,16786,London
2024-04-30,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-04-30,P004,Apple Watch Series 9,Wearables,13,429,5577,London
2024-04-30,P005,AirPods Pro 2,Accessories,7,249,1743,London
