date,product_id,product_name,category,units_sold,unit_price,total_sales,store_location
2024-09-14,P002,MacBook Air M2,Mac,21,1199,25179,London
2024-09-14,P003,iPad Pro 12.9,iPad,24,1099,26376,London
2024-09-14,P004,Apple Watch Series 9,Wearables,15,429,6435,London
2024-09-14,P005,AirPods Pro 2,Accessories,19,249,4731,London
2024-09-14,P006,iPhone 16,iPhone,44,999,43956,London
2024-09-14,P007,iPhone 16 Pro,iPhone,30,1199,35970,London
2024-09-14,P008,iPhone 16 Pro Max,iPhone,56,1399,78344,London
2024-09-15,P001,iPhone 15,iPhone,21,899,18879,London
2024-09-15,P002,MacBook Air M2,Mac,15,1199,17985,London
2024-09-15,P003,iPad Pro 12.9,iPad,16,1099,17584,London
2024-09-15,P004,Apple Watch Series 9,Wearables,25,429,10725,London
2024-09-15,P005,AirPods Pro 2,Accessories,23,249,5727,London
2024-09-15,P006,iPhone 16,iPhone,58,999,57942,London
2024-09-15,P007,iPhone 16 Pro,iPhone,37,1199,44363,London
2024-09-15,P008,iPhone 16 Pro Max,iPhone,57,1399,79743,London
2024-09-16,P001,iPhone 15,iPhone,22,899,19778,London
2024-09-16,P002,MacBook Air M2,Mac,15,1199,17985,London
2024-09-16,P003,iPad Pro 12.9,iPad,23,1099,25277,London
2024-09-16,P004,Apple Watch Series 9,Wearables,18,429,7722,London
2024-09-16,P005,AirPods Pro 2,Accessories,19,249,4731,London
2024-09-16,P006,iPhone 16,iPhone,22,999,21978,London
2024-09-16,P007,iPhone 16 Pro,iPhone,36,1199,43164,London
2024-09-16,P008,iPhone 16 Pro Max,iPhone,25,1399,34975,London
2024-09-17,P001,iPhone 15,iPhone,17,899,15283,London
2024-09-17,P002,MacBook Air M2,Mac,15,1199,17985,London
2024-09-17,P003,iPad Pro 12.9,iPad,21,1099,23079,London
2024-09-17,P004,Apple Watch Series 9,Wearables,16,429,6864,London
2024-09-17,P005,AirPods Pro 2,Accessories,13,249,3237,London
2024-09-17,P006,iPhone 16,iPhone,33,999,32967,London
2024-09-17,P007,iPhone 16 Pro,iPhone,31,1199,37169,London
2024-09-17,P008,iPhone 16 Pro Max,iPhone,27,1399,37773,London
2024-09-18,P001,iPhone 15,iPhone,20,899,17980,London
2024-09-18,P002,MacBook Air M2,Mac,16,1199,19184,London
2024-09-18,P003,iPad Pro 12.9,iPad,17,1099,18683,London
2024-09-18,P004,Apple Watch Series 9,Wearables,20,429,8580,London
2024-09-18,P005,AirPods Pro 2,Accessories,16,249,3984,London
2024-09-18,P006,iPhone 16,iPhone,28,999,27972,London
2024-09-18,P007,iPhone 16 Pro,iPhone,40,1199,47960,London
2024-09-18,P008,iPhone 16 Pro Max,iPhone,40,1399,55960,London
2024-09-19,P001,iPhone 15,iPhone,14,899,12586,London
2024-09-19,P002,MacBook Air M2,Mac,21,1199,25179,London
2024-09-19,P003,iPad Pro 12.9,iPad,21,1099,23079,London
2024-09-19,P004,Apple Watch Series 9,Wearables,13,429,5577,London
2024-09-19,P005,AirPods Pro 2,Accessories,15,249,3735,London
2024-09-19,P006,iPhone 16,iPhone,21,999,20979,London
2024-09-19,P007,iPhone 16 Pro,iPhone,35,1199,41965,London
2024-09-19,P008,iPhone 16 Pro Max,iPhone,35,1399,48965,London
2024-09-20,P001,iPhone 15,iPhone,11,899,9889,London
2024-09-20,P002,MacBook Air M2,Mac,11,1199,13189,London
2024-09-20,P003,iPad Pro 12.9,iPad,7,1099,7693,London
2024-09-20,P004,Apple Watch Series 9,Wearables,6,429,2574,London
2024-09-20,P005,AirPods Pro 2,Accessories,10,249,2490,London
2024-09-20,P006,iPhone 16,iPhone,25,999,24975,London
2024-09-20,P007,iPhone 16 Pro,iPhone,39,1199,46761,London
2024-09-20,P008,iPhone 16 Pro Max,iPhone,38,1399,53162,London
2024-09-21,P001,iPhone 15,iPhone,14,899,12586,London
2024-09-21,P002,MacBook Air M2,Mac,10,1199,11990,London
2024-09-21,P003,iPad Pro 12.9,iPad,17,1099,18683,London
2024-09-21,P004,Apple Watch Series 9,Wearables,9,429,3861,London
2024-09-21,P005,AirPods Pro 2,Accessories,8,249,1992,London
2024-09-21,P006,iPhone 16,iPhone,42,999,41958,London
2024-09-21,P007,iPhone 16 Pro,iPhone,59,1199,70741,London
2024-09-21,P008,iPhone 16 Pro Max,iPhone,36,1399,50364,London
2024-09-22,P001,iPhone 15,iPhone,18,899,16182,London
2024-09-22,P002,MacBook Air M2,Mac,10,1199,11990,London
2024-09-22,P003,iPad Pro 12.9,iPad,17,1099,18683,London
2024-09-22,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-09-22,P005,AirPods Pro 2,Accessories,12,249,2988,London
2024-09-22,P006,iPhone 16,iPhone,39,999,38961,London
2024-09-22,P007,iPhone 16 Pro,iPhone,33,1199,39567,London
2024-09-22,P008,iPhone 16 Pro Max,iPhone,38,1399,53162,London
2024-09-23,P001,iPhone 15,iPhone,7,899,6293,London
2024-09-23,P002,MacBook Air M2,Mac,5,1199,5995,London
2024-09-23,P003,iPad Pro 12.9,iPad,8,1099,8792,London
2024-09-23,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-09-23,P005,AirPods Pro 2,Accessories,9,249,2241,London
2024-09-23,P006,iPhone 16,iPhone,25,999,24975,London
2024-09-23,P007,iPhone 16 Pro,iPhone,31,1199,37169,London
2024-09-23,P008,iPhone 16 Pro Max,iPhone,24,1399,33576,London
2024-09-24,P001,iPhone 15,iPhone,11,899,9889,London
2024-09-24,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-09-24,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-09-24,P004,Apple Watch Series 9,Wearables,12,429,5148,London
2024-09-24,P005,AirPods Pro 2,Accessories,8,249,1992,London
2024-09-24,P006,iPhone 16,iPhone,38,999,37962,London
2024-09-24,P007,iPhone 16 Pro,iPhone,38,1199,45562,London
2024-09-24,P008,iPhone 16 Pro Max,iPhone,36,1399,50364,London
2024-09-25,P001,iPhone 15,iPhone,12,899,10788,London
2024-09-25,P002,MacBook Air M2,Mac,6,1199,7194,London
2024-09-25,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-09-25,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-09-25,P005,AirPods Pro 2,Accessories,7,249,1743,London
2024-09-25,P006,iPhone 16,iPhone,36,999,35964,London
2024-09-25,P007,iPhone 16 Pro,iPhone,40,1199,47960,London
2024-09-25,P008,iPhone 16 Pro Max,iPhone,28,1399,39172,London
2024-09-26,P001,iPhone 15,iPhone,8,899,7192,London
2024-09-26,P002,MacBook Air M2,Mac,8,1199,9592,London
2024-09-26,P003,iPad Pro 12.9,iPad,10,1099,10990,London
2024-09-26,P004,Apple Watch Series 9,Wearables,11,429,4719,London
2024-09-26,P005,AirPods Pro 2,Accessories,11,249,2739,London
2024-09-26,P006,iPhone 16,iPhone,40,999,39960,London
2024-09-26,P007,iPhone 16 Pro,iPhone,20,1199,23980,London
2024-09-26,P008,iPhone 16 Pro Max,iPhone,31,1399,43369,London
2024-09-27,P001,iPhone 15,iPhone,6,899,5394,London
2024-09-27,P002,MacBook Air M2,Mac,5,1199,5995,London
2024-09-27,P003,iPad Pro 12.9,iPad,9,1099,9891,London
2024-09-27,P004,Apple Watch Series 9,Wearables,8,429,3432,London
2024-09-27,P005,AirPods Pro 2,Accessories,9,249,2241,London
2024-09-27,P006,iPhone 16,iPhone,32,999,31968,London
2024-09-27,P007,iPhone 16 Pro,iPhone,33,1199,39567,London
2024-09-27,P008,iPhone 16 Pro Max,iPhone,20,1399,27980,London
2024-09-28,P001,iPhone 15,iPhone,14,899,12586,London
2024-09-28,P002,MacBook Air M2,Mac,16,1199,19184,London
2024-09-28,P003,iPad Pro 12.9,iPad,9,1099,9891,London
2024-09-28,P004,Apple Watch Series 9,Wearables,16,429,6864,London
2024-09-28,P005,AirPods Pro 2,Accessories,10,249,2490,London
2024-09-28,P006,iPhone 16,iPhone,43,999,42957,London
2024-09-28,P007,iPhone 16 Pro,iPhone,59,1199,70741,London
2024-09-28,P008,iPhone 16 Pro Max,iPhone,30,1399,41970,London
2024-09-29,P001,iPhone 15,iPhone,16,899,14384,London
2024-09-29,P002,MacBook Air M2,Mac,16,1199,19184,London
2024-09-29,P003,iPad Pro 12.9,iPad,17,1099,18683,London
2024-09-29,P004,Apple Watch Series 9,Wearables,17,429,7293,London
2024-09-29,P005,AirPods Pro 2,Accessories,16,249,3984,London
2024-09-29,P006,iPhone 16,iPhone,41,999,40959,London
2024-09-29,P007,iPhone 16 Pro,iPhone,49,1199,58751,London
2024-09-29,P008,iPhone 16 Pro Max,iPhone,56,1399,78344,London
2024-09-30,P001,iPhone 15,iPhone,11,899,9889,London
2024-09-30,P002,MacBook Air M2,Mac,9,1199,10791,London
2024-09-30,P003,iPad Pro 12.9,iPad,7,1099,7693,London
2024-09-30,P004,Apple Watch Series 9,Wearables,9,429,3861,London
2024-09-30,P005,AirPods Pro 2,Accessories,11,249,2739,London
2024-09-30,P006,iPhone 16,iPhone,28,999,27972,London
2024-09-30,P007,iPhone 16 Pro,iPhone,27,1199,32373,London
2024-09-30,P008,iPhone 16 Pro Max,iPhone,40,1399,55960,London
